target_word,sentence_1_id,sentence_1,sentence_2_id,sentence_2,era_group,[Bewertung]
windspiel,1093229,"Auch die Erfahrungen der Thierzüchter sind dieser Vermuthung nicht günstig , denn bei Rennpferden , Windspielen und Cochinchinahühnern bleibt das Zahlengleichgewicht der Geburten ungestört , obgleich die strengste Polygamie herrscht .",2659561,Jch komm mir ſelbſt wie ein Windſpiel vor .,Late-Late,1
feldzug,5834976,"Die zwölf Feldzüge der fridericianiſchen Zeit haben dem kriegeriſchen Geiſte des preußiſchen Volkes und Heeres für immer ſeine Eigenart gegeben ; noch heute verfällt der Norddeutſche , wenn auf den Krieg die Rede kommt , unwillkürlich in die Ausdrucksweiſe jener heroiſchen Tage und ſpricht wie Friedrich von brillanten Campagnen und fulminanten Attaken .",1475822,Den Zinnober lernten die Römer erst durch Scipios Feldzug nach Spanien kennen und sie gewannen daraus das Quecksilber durch einfache Destillation in eisernen Schalen .,Late-Late,2
sonnenuhr,646320,"Es ſoll aber ein Uhrmacher ( naͤchſt der Wiſſenſchaft die Metalle zu tractiren , und ſeinen in Verfertigung ſeiner Kunſtwerke erforderten Handgriffe , vornehmlich in kuͤnſtlichem Drehen , und accuraten Abtheilen und Einſchneiden der Raͤder ) auch die Zeichenkunſt , ingleichen die Aſtronomie , ferner die Gewicht- und Rechenkunſt , das Graviren oder Stechen , die | Gnomonik oder die Kunſt Sonnenuhren zu machen ꝛc. verſtehen .",5950235,"Steht auf der Sonnenuhr im großen Garten , Auf deſſen Weiſer ſich ein alter Spatz Den unſcheinbaren Kragen emſig putzt Und ſchnell das ſchiefgebogne Köpfchen kraut .",Cross-Era,4
rehbock,1457198,Heinr. Meibom de venar . valv . am Rehbokke .,5211155,"Der Jäger , welcher an zwei verſchiedenen , neben einander im Dickicht gelegenen , Stellen Geräuſch hört und weiß , das eine rühre von einem Rehbock , das andere von einem Treiber her , aber nicht welches , und nun nach der Stelle des einen Geräuſches , oder auch in der Richtung der beiden Geräuſche , ſchießt , ſo daß er gerade ſo gut den Treiber wie das Thier treffen kann , hat unerachtet dieſer gleichen Wahrſcheinlichkeit , wenn er den Treiber trifft , nur für culpa einzuſtehen .",Cross-Era,2
heerführer,1468354,"Die Namen der Baukünstler erscheinen neben den Namen der Könige , während andere Namen , etwa von Staatsmännern , Heerführern , Gelehrten kaum bekannt sind .",6007284,"Traumweissagungen anderer Art spendeten aus ihren Gräbern heraus vor Allem solche Heroen , die einst im Leben Wahrsager gewesen waren , wie Mopsos und Amphilochos zu Mallos in Kilikien , Amphilochos auch in Akarnanien , Tiresias zu Orchomenos , Kalchas in Apulien , in der Nähe des eben erwähnten Heroon des Podalirios . Aber auch Odysseus hatte ein Traumorakel bei den Eurytanen in Aetolien , Protesilaos an seinem Grabmal bei Elaius auf dem thracischen Chersones , Sarpedon in Kilikien , angeblich auch in Troas , Menestheus , der athenische Heerführer , fern in Spanien , Autolykos in Sinope , vielleicht auch Anios auf Delos .",Late-Late,2
rechtsstreit,2017942,"Inſoweit eine Vertretung durch Anwälte nicht geboten iſt , können die Parteien den Rechtsſtreit ſelbſt oder durch jede prozeßfähige Perſon als Bevollmächtigten führen .",2017807,"6. wenn verſchiedene Gerichte , von welchen eines für den Rechtsſtreit zuſtändig iſt , ſich rechtskräftig für unzuſtändig erklärt haben .",Late-Late,4
tagewerk,1314211,"Alle dieſe Theile waren bey der Schoͤpfung mit einander vermenget , bis ſie von einander geſchieden wurden , dieſes geſchahe in den ſechs Tagewercken , nach dem bekannten Verſe :",2927979,"Derjenige , ſo einen Lehrjungen aufuͤhret , hat Macht , demſelben aufferhalb Druckerey , doch ohne vorſetzlichen Mißbrauch , und daß der Junge an ſeinem Tagewerck nicht zu ſehr gehindert werde / zu verſchicken , noch einem andern , nach Gelegenheit zu erlauben .",Early-Early,4
windspiel,963292,Von denen Windſpielen .,1093229,"Auch die Erfahrungen der Thierzüchter sind dieser Vermuthung nicht günstig , denn bei Rennpferden , Windspielen und Cochinchinahühnern bleibt das Zahlengleichgewicht der Geburten ungestört , obgleich die strengste Polygamie herrscht .",Cross-Era,1
rehbock,4415853,"Werden die Hoͤrner eines Hirſchen , des Rehebocks Hoͤrner aber Gehoͤrne genennet . ſiehe Gehoͤrn .",2329966,"Es galt vor allem den Faſanen , aber auch Birkwild , Rebhühner , Rehböcke und Haſen ſollten zum Abſchuß kommen .",Cross-Era,4
tagewerk,2419894,"Er hat ſein Tagewerk vollbracht , und leget ſeine Axe nieder , Und ſtrekket , wenn er hat geſpeiſt , die etwas ſchon erwaͤrmten Glieder , Bei einem heiſſen Ofen aus ; Er ſiehet in der ſchwuͤlen Ruh , Wie ſein Geſinde dreht und ſpinnt , mit innigen Ergoͤtzen zu ; Er ſucht durch munteres Geſchwaͤz den langen Abend zu verkuͤrzen , Und weiß auf unterſchiedne Art der ſauren Arbeit Laſt zu wuͤrzen .",3933233,Alſo auch ſoll es mit dem Woll-Schlagen uͤber das Tage-Werck gehalten werden .,Early-Early,2
sonnenschein,5711278,"Als nun Juſtus Lipſius auf dem groſſen Platz in dem Parnaſſo angelanget war , wurde ihm nicht geſtattet den Apollinem in ſeiner hoͤchſten Majeſtaͤt und Herrlichkeit bey hellem Sonnenſchein anzuſchauen .",3876194,"Wenn da doch Lärm und Streit geweſen wäre ; aber nur der Sonnenſchein lag auf dem chauſſierten Wege und dazwiſchen die Schatten , die das Gitter und die Bäume warfen .",Cross-Era,4
sonnenstrahl,241196,"Ich blickte auf — Durch ſpitze Fenſter fielen Die ſchrägen , gelben Sonnenſtrahlen Und woben um das Haupt dir Dort an dem Kreuze mit der Dornenkrone Hell flimmernd einen gold’nen Ring — Und deine Züge lebten noch , Ich ſah noch einmal dir den Kampf Hin durch den Leib , den müden , zieh’n , Und deine Wunden floſſen noch einmal Wie blut’ge Zähren , die ein Gott Um ſein verſunken Eden weint .",316021,"Ich hab 's geſeh'n , mit dieſen Augen geſehen , ich ſteckte gerade die Naſe zum Fenſter hinaus und ließ die Sonnenſtrahlen hineinfallen , um das Nieſen zu beobachten , die Entſtehung des Nieſens .",Late-Late,2
triebwerk,4450181,"Eben ſo wie unter allen Aufgaben der Naturforſchung keine mit mehr Richtigkeit und Gewisheit aufgeloͤſet worden , als die wahre Verfaſſung des Weltbaues im Groſſen , die Geſetze der Bewegungen und das innere Triebwerk der Umlaͤufe aller Planeten ; als worin die Newtoniſche Weltweisheit ſolche Einſichten gewaͤhren kan , dergleichen man ſonſt in keinem Theile der Weltweisheit antrift ; eben alſo , behaupte ich , ſey unter allen Naturdingen , deren erſte Urſache man nachforſchet , der Urſprung des Weltſyſtems und die Erzeugung der Himmelskoͤrper , ſamt den Urſachen ihrer Bewegungen , dasjenige , was man am erſten gruͤndlich und zuverlaͤßig einzuſehen hoffen darf .",4972735,"Auf der linken Seite des Thurmes iſt in der Abbildung das Triebwerk erſichtlich , das in den Zahnkranz des Thurmes eingreift und dadurch die Drehung des letzteren bewirkt .",Cross-Era,3
schauspiel,2402971,"Es war ein Unrecht gegen die übrige Menschheit , sie als Schauspiel für nur Wenige zurückzuhalten …",2872224,"Aber die bureaukratiſche Leitung der königlichen Schauſpiele wollte ſich nicht entſchließen , die leichte Waare der Poſſen und Singſpiele dem Volkstheater zu überlaſſen .",Late-Late,2
zeughaus,771301,"Arſenal , ein Zeughauß , oder anderer Ort in einer Stadt oder Feſtung , allwo man die Waffen nebſt ihrem Zugehoͤr verfertiget und verwahret .",2593769,"Der Stein Senseneisen sollte mit 8 gr. 6 Pf. , geviertes Eisen mit 8 gr. , alles für den Hof und das Zeughaus gelieferte um 1 gr. geringer bezahlt , von den Hammermeistern aber ein Teil geviertes und zwei Teile Senseneisen wöchentlich in die Kammer geliefert , jede Gattung bei zwei Gulden Strafe besonders gewogen und Niemanden davon ohne besonderen Befehl abgegeben werden .",Cross-Era,4
feldzug,5629919,"Allein dieſer Richter ſchien dem Koͤnige von Pohlen ein wenig zu entlegen zu ſeyn ; daher er ſich in der Zuruͤſtung gegen die Lieflaͤnder nicht aufhalten lies , obgleich die daͤniſchen Geſandten die Einſtellung dieſes Feldzuges zu bewirken ſich viele Muͤhe gaben .",5470464,"Albert , Graf von Sachſen Anhalt , komt nach Liefland , S. 142 . §. 1. haͤlt ſich ſehr tapfer in Belagerung des Schloſſes Meſothen , S. 150 . wird Oberſter in dem Feldzuge wider die Harrier , S. 152 . mehr Nachricht von ihm und ſeiner Geſchichte , S. 155. 156 .",Early-Early,4
heerführer,1483022,Die Fürsten und Heerführer der Vorzeit besaſsen nichts Ähnliches und kannten auch darüber nichts .,1589073,"Wenn uns aus der Geschichte der ältesten Culturstätten die glanzvollen Namen grosser Fürsten , Heerführer , Staatsmänner und Heroen des Geistes entgegenleuchten , so gehört in der so treffend bezeichneten „ neuen “ Welt der ganze Ruhm der historischen Vergangenheit jenen kühnen Seefahrern , die von einem mächtigen Gedanken geleitet und allen Gefahren trotzend , als unerschrockene Pionniere der Cultur unbekannten Zielen entgegensteuerten .",Late-Late,4
tagewerk,3399163,"Jhr Koͤrper war ſo wohlgebauet , Ja ſelbſt der Reizung Augenmerk , Daß dieſes letzte Tagewerk Die Liebe ganz entzuͤckt geſchauet , Dabey die Meynung feſtgeſtellt : Sie iſt ein Engel auf der Welt .",5837589,"Auch die ſchwerfällige Pedanterei und die gedankenloſe Pünktlichkeit des Beamtenthums lähmten dem Staate die Widerſtandskraft ; alle Behörden beſorgten in der wilden Zeit ruhig ihr gewohntes Tagewerk , alſo daß die einrückenden Sieger überall einen geordneten Verwaltungsapparat zu ihren Dienſten vorfanden und mancher wohlmeinende alte Kriegsrath , ohne es ſelber recht zu merken , ein Werkzeug des Feindes wurde .",Cross-Era,3
sonnenstrahl,3928735,AUf den hoͤchſten Alp-Spitzen iſt die Luft am kaͤlteſten / weilen dorten die Winde beſtaͤndig blaſen / die Wolken gezeuget werden / und ſich aufhalten / und die Sonnenſtralen keine ſolche kraft koͤnnen außuͤben / wie an den ſeiten der Bergen / und in den Thaͤleren / wohin ſie durch unzahlbar vil zurukprellungen eine empfindliche / und oft ſo ſtarke waͤrme bringen / daß dergleichen kaum an einichem Ort Europæ anzutreffen .,4122291,"Hinſauſet der Wind durch das Thüringerland Und tilget die Fußſpur , die friſche , im Sand , Und fern , wo des Rhönlandes dämmernde Firn Aufrichtet zum Himmel die zackige Stirn , Da fliehet auf bleichem , wild haſtendem Roß Der Nebelfeien geſpenſtiger Troß , Denn Sonnenſtrahl , jener keckliche Fant , Im güldenen Panzer , den Speer in der Hand , Der hat ſie im ſchlummernden Thale entdeckt , Mit ſtürmiſchem Glühen die Scheuen erſchreckt , Verfolgt ſie , und hat wohl in zorniger Haſt Die weiten , langwallenden Schleier erfaßt Und reißt ſie herab in der Hufe Geſtampf ; Nach wallen ſie über den Wieſen wie Dampf .",Cross-Era,2
eisenwerk,457748,"Das gräflich Harrachsche Eisenwerk zu Janowitz zeichnete sich durch seine Holzkohlenbleche , namentlich auch durch sein schönes Weiſsblech aus .",457870,"Zu Sargadelos , in der Nähe der Küste , befand sich ein Eisenwerk mit 2 Hochöfen und einem Flammofen , wo Munition und Töpfe gegossen wurden .",Late-Late,4
bergwerk,3985475,"ERwarte hier nicht eine Beſchreibung deß gantzen Schweitzerlands mit ſeinen Luſt-Gefilden , Fiſch- und Schiffreichen Seen , weiten Korn-Feldern , luſtigen Wein-Huͤglen , Kraut-und Obs-Gaͤrten , klaren Bruͤnnen , lautern Waſſer-Baͤchen und kommlichen Stroͤmen , anmuhtigen Luſt-Waͤldern , gruͤnen Wieſen und uͤberall wohl-angebauten Lande , der nehrhaffteſten Speiſe an Brodt und Fleiſch , auch allerhand Geflugel und Wildprett , alles wohl-geſchmackt und ſo voller Nahrungs-Safft , daß mans kaum ſo gut in Europa findet , von Saltz-Quellen , Berg-wercken , und andern Reichthuͤmmern nichts zu melden ; Zumal diß alles einen zimlich groſſen Tractat erforderte , wann darbey fuͤrnemlich gezeigt werden ſolte , wie alle dieſe Geſchoͤpffe ſamt allen denen Aemtern , Verrichtungen , Handthierungen der Burger in Staͤdten und der Bauren in Flecken und Doͤrffern nur Schildereyen ſeyen von denen Guͤtern , Schaͤtzen , Haͤndeln und Aemtern im unvergaͤnglichen Reich Chriſti , deſſen ſich der Regent in ſeinem Stand , der Burger in ſeinem Kauffladen und Werckſtatt , der Landmann bey ſeinen Reben und Ackerbau , bey aller ſeiner Feld- Arbeit im Vieh-Weiden , Holtzen , Zaunen , Fiſchen , Hetzen , Jagen zu erinnern haͤtte :",2582117,"„ Von Bergleuten , von Rothgieſsern und sonderlich von Geschütz- und Glockengiessern “ , behandelt zunächst das Aufsuchen der Erze und Erzmittel , das Schürfen , Probieren und Rösten der Erze , die Anlage des Bergwerkes , die Einteilung der Mineralien , die Ansichten über die Natur der Metalle , das Vorkommen derselben , die Kunst des Gieſsens und Formens besonders von Glocken und Kanonen , wobei wieder hauptsächlich Vanuccio ausgeschrieben ist .",Cross-Era,3
stockwerk,3626951,"In dem andern Stockwerke des Palaſtes des Weßirs iſt ein ſehr großer Sal , der an dreyen Seiten mit Waͤnden eingeſchloſſen iſt : die vierte Seite aber , da ſich das Treppengehaͤuſe befindet , iſt mit Saͤulen beſetzet ; und dieſes iſt mit Fleiß alſo eingerichtet , damit die Klaͤger deſto beſſer gehoͤret und deſto leichter koͤnnen eingelaſſen werden : diejenigen aber , die auf den Stuffen ſtehen , vernehmen koͤnnen , was oben verhandelt wird .",4284117,"Wir folgen jenem dritten Seitenarm im oberen Stockwerk des Tierreichs , — dem höchſten , der ſich im Laufe der unendlichen Jahresfolge , die dieſer alte Planet Erde jetzt ſchon ſteht und Leben trägt , neben dem letzten und allerhöchſten aufgethan hat , der zum Menſchen wachſen ſollte .",Cross-Era,4
brunnenwasser,2596560,"Sobald man sieht , daſs sie heiſs genug sind , wirft man den ganzen Pack in ein Gefäſs mit kaltem Quell- oder Brunnenwasser , je kälter , je besser .",2764222,"Zunächſt iſt zu unterſcheiden zwiſchen dem Waſſer , welches uns die Erde bietet ( Flußwaſſer , Quellwaſſer , Brunnenwaſſer ) , und dem , welches aus der Luft kommt ( Regenwaſſer ) .",Late-Late,4
bildhauer,5501542,"Jedoch weil ich mich ſonſten in des Rectors Hauſe jederzeit dienſtfertig , gehorſam und getreue finden laſſen , nahm mich derſelbe eines Tages vor , und ſagte : Mein lieber Junge ! ich habe nunmehro wider mein Vermuthen vollkommen angemerckt daß aus dir ſchwerlich ein Gelehrter werden wird , denn du biſt ein Holtz-Wurm , und haſt mehr Luſt zu ſchnitzeln und hacken , als zum Latein und andern gelehrten Ubungen , derowegen ſage nur frey heraus , ob dir beliebig iſt ein Zimmermann , Tiſchler , Drechsler , Bildhauer oder dergleichen zu werden , ſo will ich nebſt andern guthertzigen Leuten Sorge tragen , daß du zu einem guten Meiſter , von dieſer Profeſſionen einer gethan wirſt , und dieſelbe Zunfftmaͤßig erlerneſt .",1091778,"Man könnte auch den ersteren mit dem Marmorblock vergleichen , den andern mit dem Bildhauer .",Cross-Era,2
uhrwerk,2204455,Uhr-Werck der Ewigkeit .,2203124,"Selbſt das Uhr-Werck der Natur Wird mir , vor mein Seelen-Aug ’ , in der allgemeinen Welt Als ein ungemeſſnes Uhr-Werck anzuſehen vorgeſtellt : Worauf die Planeten Scheiben , und zugleich auch Zeiger ſeyn ; Als die uͤm den Mittel-Punct , uͤm der Sonnen Glut und Schein , Jn ſo unverruͤckter Ordnung , in ſo feſter Spur ſich drehn , Daß ſie , uͤm die Zeit zu zeigen , unaufhoͤrlich richtig gehn .",Early-Early,4
murmeltier,1753807,"Er hauſte in einer Almhütte , um die das luſtige Volk der Murmeltiere pfiff und zu dem ab und zu die Gemſen äugten , die echten , nicht bloß die gefütterten aus dem Tartarin .",829746,"Der Moſchusochſe in ſeinen Polaröden , wo unſere Menſchentechnik erfriert und das letzte Birkengeſtrüpp unter Schneeſtürmen begraben wird , wie der Löwe im äquatorialen Sonnenbrand , — die Fledermaus in der blauen Luft und der ſammetſchwarze Maulwurf im dunklen Erdreich , das rote Eichhorn , das im grünen Baume klettert , und das Wildroß , das durch die Blumenſteppe trabt , die Springmaus im gelben Wüſtenſand und das Murmeltier im weißen Alpenſchnee und der Biber im Sumpf , — bepelzt ſind ſie alle .",Late-Late,2
gesichtszug,1090946,"Peter Camper , über den natürlichen Unterschied der Gesichtszüge .",3236243,"Und als er nach einer Viertelſtunde draußen auf der Straße Kruſemeyer fragte , ob er ſich die Geſichtszüge des Diebes eingeprägt habe , erwiderte dieſer kurz und bündig :",Late-Late,4
zeughaus,6068995,"Solcher Geſtalt wurden binnen weniger Zeit unſere Zeughaͤuſer dergeſtalt angefuͤllet , daß faſt kein Platz und Raum mehr vorhanden war , wo das grobe Geſchuͤtz ſtehen ſolte , ja , es war kein leerer Haacken oder Nagel anzutreffen , an dem nicht eine Buͤchſe , Flinte , Piſtole ꝛc. Pallaͤſche und andere dergleichen Geraͤthſchafft hieng , wie es denn biß dieſe Stunde noch alſo beſchaffen und anzutreffen iſt .",2469703,"Oben auf der Platte „ ist eine Zeit lang ein glaskopfartiger Eisenstein aus einem ordentlichen Gang , der durch die Thonwerke setzt , gewonnen worden , woraus noch eine Menge von den Mainzischen vor dem Zeughause befindlichen Bombenkugeln sollen gegossen worden sein .",Cross-Era,2
